ID,latitude,longitude,sat,dist
25875,-1.1937313595148566,-65.76304149393519,ST4,1135.00
25876,-3.7751983516148417,-62.17879015080756,ST5,663.94
25877,-2.372243724247224,-62.4503235027467,ST4,745.52
25878,-8.065251643093811,-69.35852531304052,ST2,1469.00
25879,-6.114805781181423,-59.54258951125864,ST4,365.01
25880,-8.066266981541158,-54.658111771622444,ST1,368.26
25881,-4.210978673257154,-61.77557469180479,ST5,609.73
25882,-1.9988459229161712,-56.08615743507869,ST5,359.86
25883,-1.5402644223839363,-60.983473169540076,ST1,655.80
25884,-3.7937701182924677,-68.20232068986955,ST2,1321.40
25885,-5.348871434587334,-64.4857702164042,ST5,898.93
25886,-8.079070249677148,-63.75713261738639,ST4,875.65
25887,-8.662378850904869,-53.13747416874627,ST5,522.85
25888,-3.659570996623911,-66.78460855778845,ST3,1167.77
25889,-6.158020754720625,-67.7912635406058,ST5,1268.20
25890,-8.85975867426942,-60.36294511424896,ST1,598.20
25891,-3.619056909913878,-52.45133264785795,ST3,469.39
25892,-5.522576806929822,-60.61056409324349,ST1,470.87
25893,-9.27488232110985,-59.73870713484566,ST2,584.12
25894,-6.315223334421811,-66.8466816135044,ST4,1165.60
25895,-3.552334382477852,-52.67159214092104,ST2,449.93
25896,-3.618366707145497,-56.626814574934194,ST4,180.71
25897,-4.490372628515915,-52.38154952648915,ST3,449.11
25898,-8.805087654888514,-58.380684379549876,ST1,456.06
25899,-7.62295553880445,-68.63830698458855,ST1,1381.73
25900,-3.3636631408865663,-59.850520041899806,ST3,438.00
25901,-1.6216227164738175,-60.146194755206984,ST3,579.80
25902,-8.536371974901312,-52.39617622328858,ST4,572.66
25903,-5.301872936581232,-66.18950122332954,ST4,1087.53
25904,-7.149171863403816,-62.397024925921,ST5,700.04
25905,-6.541707504161997,-66.49582380528727,ST4,1129.76
25906,-4.799212829371556,-61.491400888567554,ST4,569.48
25907,-1.864346402080015,-67.12624377417113,ST5,1250.86
25908,-4.763801160563614,-64.27465729511896,ST1,877.33
25909,-4.738035613371192,-56.19803583763142,ST4,57.10
25910,-5.79609009323435,-56.28892623045499,ST4,64.33
25911,-6.904425819143577,-65.60318900656468,ST2,1038.10
25912,-6.602527878438545,-52.60268169862266,ST3,443.79
25913,-2.238631742267245,-57.106908752064676,ST4,341.81
25914,-7.985806167133863,-53.961430962293065,ST2,406.24
25915,-7.131434843551757,-54.36317553647431,ST1,306.84
25916,-2.1241887564433544,-64.17899677856622,ST5,932.64
25917,-7.595175034749651,-66.8352377557784,ST4,1186.24
25918,-3.926188022407115,-62.09895777999144,ST1,651.38
25919,-8.087578711651874,-55.53285752485049,ST1,331.62
25920,-8.749426015137438,-56.59544481935968,ST5,392.94
25921,-6.053460731020871,-51.553527764409836,ST1,540.68
25922,-6.427003594913277,-52.54168061559382,ST4,443.92
25923,-3.871339405607226,-54.99849651820974,ST1,213.60
25924,-7.299538272369684,-58.92925638516075,ST5,365.33
25925,-9.575167176920498,-53.34715489505236,ST3,587.46
25926,-1.4418066333346395,-66.51308846101539,ST2,1201.91
25927,-6.2061587007437105,-58.096837275338935,ST4,220.33
25928,-2.8313725114873813,-67.91097412269974,ST5,1307.58
25929,-4.875284502791792,-67.43834274297585,ST3,1226.79
25930,-2.704828280421826,-52.14388523107792,ST1,545.82
25931,-3.286502275929247,-56.739453959690536,ST1,219.22
25932,-6.553956549145452,-62.16277952126744,ST3,657.81
25933,-3.8825350273486663,-64.6645559215631,ST3,931.61
25934,-6.478978999961132,-63.48652654763543,ST2,799.70
25935,-4.292005975669315,-61.98154836530279,ST3,630.60
25936,-4.506036885017268,-63.139316923989135,ST4,754.45
25937,-3.7198854544790896,-61.586649703161186,ST4,602.17
25938,-2.9631063102482296,-61.31381444176103,ST2,603.34
25939,-3.694756768246454,-59.36106206885607,ST2,372.78
25940,-3.0598864772766907,-64.73311359288769,ST1,958.35
25941,-7.174116996108682,-64.61839271660519,ST4,937.45
25942,-6.130004714085069,-57.23683024436876,ST2,139.35
25943,-7.633177927702917,-57.97804708114114,ST2,321.68
25944,-1.8684046191850125,-57.12386151041025,ST3,382.32
25945,-7.763171649834309,-59.440041195823326,ST4,441.55
25946,-8.950569677596635,-53.458134465703466,ST4,524.27
25947,-7.674301290248048,-69.33798730081365,ST4,1458.63
25948,-7.032267322407003,-56.96417980314729,ST2,211.72
25949,-2.163159030213288,-60.84620376375459,ST4,602.19
25950,-8.31733048800233,-65.53034404260964,ST4,1068.49
25951,-6.189562558430991,-52.97178604757517,ST1,390.83
25952,-9.645724946615683,-60.46253782939654,ST4,667.52
25953,-3.3174665949610294,-61.8249212402896,ST5,641.10
25954,-1.827111511161684,-53.99839837988769,ST2,460.12
25955,-5.513564488432802,-67.29499496516623,ST2,1210.12
25956,-10.066878038171572,-63.61245051039425,ST4,962.88
25957,-3.5747025760921725,-52.18952968338181,ST4,498.16
25958,-2.5829408590902716,-66.39637918090621,ST5,1150.50
25959,-3.9024358001297808,-61.63082643865957,ST5,601.54
25960,-5.500700956469844,-52.07774609272769,ST2,475.96
25961,-8.522880981154021,-63.53956463869141,ST4,872.51
25962,-7.79072679346922,-55.07434481303574,ST2,319.29
25963,-3.934885721661586,-67.15752202089591,ST2,1204.43
25964,-6.2699125709561425,-64.60345450864772,ST4,918.54
25965,-3.7327753801732477,-65.34140300004752,ST2,1008.43
25966,-8.98692667317272,-65.90919514327089,ST3,1132.74
25967,-8.908089947809165,-62.22748364860841,ST2,765.42
25968,-7.600525095340033,-55.56267895149784,ST4,278.95
25969,-4.826475743324427,-63.050777577656916,ST2,741.55
25970,-1.6232738985489803,-64.41338473907611,ST4,978.48
25971,-7.093667292228602,-65.15827667039476,ST4,993.77
25972,-1.6643952045711856,-67.65793895329065,ST3,1313.91
25973,-9.26063376298426,-60.49762182608273,ST3,639.54
25974,-2.0044540197903267,-65.043581622368,ST5,1027.01
25975,-4.693110263478247,-62.283133275080104,ST4,657.92
25976,-5.545194173062436,-54.42594702617102,ST5,217.95
25977,-7.580941061387702,-64.21866439917156,ST5,906.21
25978,-1.3910498963325217,-61.59100421785894,ST3,719.45
25979,-7.457257619511805,-65.06118630220695,ST1,992.27
25980,-4.76846760558625,-55.543337547573714,ST5,104.38
25981,-2.954670937360964,-55.22548579783036,ST3,282.25
25982,-1.757123776079606,-62.00102229162614,ST3,734.36
25983,-1.1895000254168888,-58.418589526203434,ST3,502.95
25984,-6.829159578178343,-58.67570974741133,ST1,311.49
25985,-9.820569584221321,-53.417641614658805,ST2,605.87
25986,-4.37830654979816,-66.30503051805319,ST4,1105.06
25987,-5.153541573679237,-62.78593565745276,ST5,710.77
25988,-5.054261392330892,-67.72730464645734,ST1,1258.15
25989,-2.6978431039287845,-59.69000846163588,ST1,463.27
25990,-6.73043207317908,-68.12005326029158,ST1,1310.38
25991,-7.699394331668795,-62.17108167133406,ST3,697.77
25992,-5.415330836571592,-57.80270969175661,ST2,160.29
25993,-3.3616136312917613,-53.623598748756,ST2,368.00
25994,-2.010531624946978,-66.1702288171946,ST1,1144.80
25995,-8.335909737193662,-62.50722668790303,ST2,761.07
25996,-1.6953077445901013,-52.76974819940825,ST1,559.73
25997,-4.70273690089566,-62.557902593845114,ST1,688.15
25998,-5.937847087748738,-61.89658205951509,ST4,616.98
25999,-3.1782630719146026,-66.89742883607954,ST1,1189.54
26000,-2.5448106548843477,-60.142372666130356,ST4,513.80
26001,-1.8711063079468726,-67.91035323812561,ST3,1333.93
26002,-6.917076001993099,-67.6080900078406,ST3,1256.97
26003,-6.4045976705576635,-61.26898106541486,ST1,557.86
26004,-4.370968101914077,-63.81053230242696,ST4,830.10
26005,-1.905093682369884,-66.86535563372833,ST3,1221.86
26006,-3.1788051531358352,-56.97562186578882,ST3,237.07
26007,-9.486834873028839,-56.016338417160824,ST3,475.71
26008,-8.914177899646935,-54.19255016356,ST4,475.47
26009,-4.393794653507095,-58.7794968273997,ST5,282.67
26010,-8.78486892897747,-52.59185244024454,ST3,574.88
26011,-3.8190676899911775,-56.16976195799644,ST5,157.63
26012,-7.54188279982967,-65.03653889591084,ST4,991.96
26013,-8.90820508511237,-56.77696083634128,ST5,412.27
26014,-9.186405062942523,-65.16499235314062,ST3,1065.66
26015,-6.218057900372528,-53.03005986811078,ST1,385.52
26016,-4.6728467574043036,-59.46738645193874,ST1,348.77
26017,-4.533720318768347,-66.67444310786536,ST5,1144.43
26018,-7.6331636898613295,-64.00675331455272,ST2,885.52
26019,-9.402936424173074,-69.20405497442007,ST4,1489.69
26020,-3.651196289877694,-53.98383947697952,ST2,316.85
26021,-8.486822667968855,-67.31949237585523,ST2,1262.17
26022,-9.396291203053028,-56.936781495309575,ST4,468.28
26023,-6.684739592675037,-62.102430198118945,ST3,654.69
26024,-5.124644585223361,-55.65430081667568,ST5,79.78
26025,-5.087660150211915,-55.94062493930507,ST4,49.65
26026,-5.144969384801538,-54.49446565621661,ST5,207.65
26027,-7.1825767493617505,-66.75552517808043,ST3,1168.71
26028,-7.780816087124285,-65.40017275508953,ST3,1037.53
26029,-6.470101590038395,-66.41024283337521,ST1,1119.44
26030,-4.658484725594026,-52.65163205375012,ST3,416.45
26031,-2.7898776478980976,-68.88323380816936,ST4,1414.24
26032,-7.454471316222515,-54.774480938100965,ST2,304.27
26033,-2.492816480205261,-66.30926151648676,ST1,1143.83
26034,-3.002806440462024,-56.40289640810946,ST5,246.89
26035,-3.730706072473194,-64.53644560035059,ST4,920.58
26036,-6.966764762072312,-53.14049493495236,ST1,406.11
26037,-5.439465450145132,-57.663598611726044,ST5,145.46
26038,-9.000886691773427,-68.42135469513629,ST2,1394.46
26039,-9.570536942796956,-60.71021867255133,ST1,680.34
26040,-4.2706939608698935,-61.432691258528834,ST3,571.14
26041,-3.7690342128743843,-68.79050427923,ST3,1386.48
26042,-5.750753957822117,-51.70904757309173,ST2,518.99
26043,-5.125482607319602,-64.20827824618652,ST1,868.32
26044,-6.69861120954153,-56.5398898481857,ST1,165.19
26045,-2.356936940627638,-66.03978981420421,ST5,1119.32
26046,-8.720919811602485,-61.47781604899203,ST4,685.04
26047,-1.8272748500471252,-55.27268324378838,ST5,396.65
26048,-4.071868425593601,-65.67298639974746,ST2,1039.16
26049,-5.44862392492239,-59.66342469981041,ST1,365.72
26050,-3.7593870641538247,-61.60916474679814,ST1,603.36
26051,-5.042978090823591,-66.57998035591226,ST1,1131.14
26052,-5.5187992916352036,-52.1020588863201,ST4,473.40
26053,-3.2813798253742377,-55.266951286535274,ST5,248.01
26054,-6.875486766334165,-58.4628208212843,ST5,295.68
26055,-8.193656603353721,-58.36227404422836,ST4,397.01
26056,-2.594913630731483,-55.58523591891853,ST3,304.84
26057,-8.085470193812537,-65.59194868875282,ST3,1067.21
26058,-3.8544854222777483,-61.21936443782098,ST1,558.87
26059,-4.81488150060173,-57.041647404862886,ST5,87.34
26060,-5.26818652433838,-68.50344410760913,ST5,1343.75
26061,-1.142787012353896,-68.94052608855456,ST3,1467.44
26062,-6.5990482278130385,-54.00889495596498,ST5,302.47
26063,-5.9308820577660155,-60.697804497045695,ST1,485.60
26064,-6.518345457634528,-52.06799785642347,ST5,496.94
26065,-3.1614366292570333,-61.628155463472844,ST4,626.74
26066,-9.72558591628007,-55.70325770599478,ST3,506.01
26067,-8.402224946730756,-68.91110606303849,ST5,1429.09
26068,-4.185346492718912,-56.269978991060526,ST3,115.88
26069,-2.71803617470104,-57.05732657334253,ST3,288.83
26070,-7.791274999061921,-56.47281430106098,ST4,285.83
26071,-4.051270506314519,-58.152698915241245,ST1,236.85
26072,-2.0666982876338,-68.92211584515788,ST4,1436.48
26073,-7.069800513667924,-51.603324762952205,ST1,565.35
26074,-9.393792280462021,-66.61787298842103,ST2,1221.66
26075,-9.097593635830615,-65.27114352317594,ST2,1072.42
26076,-8.035120198055166,-58.40054609399477,ST4,384.94
26077,-7.269849441181966,-55.73471280683055,ST2,238.13
26078,-7.536325422778027,-56.41650934224774,ST1,257.30
26079,-8.218791965191581,-59.36915576837639,ST2,469.89
26080,-1.1365302305205187,-55.51018280794511,ST2,464.25
26081,-8.04739377532222,-65.02561868871284,ST3,1006.40
26082,-8.882971796940172,-55.71317994419167,ST3,413.34
26083,-6.746379996656548,-66.70140711549784,ST5,1155.21
26084,-5.8823819861484665,-59.58453659038652,ST4,363.47
26085,-2.3630431827014453,-52.141802537924775,ST1,566.51
26086,-4.6190197869487,-66.35231724700652,ST1,1108.14
26087,-7.815043517135427,-56.52350294404458,ST3,288.75
26088,-5.069289846931113,-68.61606895569702,ST2,1356.53
26089,-4.043059654548193,-57.580175640722636,ST3,187.78
26090,-9.703379104712496,-51.90606237638173,ST1,700.05
26091,-4.731639603138392,-55.68458066821195,ST2,93.35
26092,-4.6629260875334015,-57.120903428901215,ST5,104.09
26093,-4.3095162737270885,-60.09555693271259,ST4,425.36
26094,-8.472538638751585,-66.63194689014917,ST2,1189.22
26095,-7.454245589601893,-65.54703631583466,ST2,1044.26
26096,-3.80907503161053,-54.378817006768486,ST1,270.79
26097,-4.964814003728885,-52.57815791299605,ST3,420.71
26098,-9.904774520653753,-55.403621990341605,ST4,531.34
26099,-4.542453900355327,-68.9515764042042,ST2,1396.19
26100,-5.703094005495035,-60.35043066230034,ST5,444.05
26101,-4.1932797601327225,-64.6906624360638,ST4,929.39
26102,-4.487287380448944,-64.03555657968988,ST1,853.46
26103,-1.9582457406050935,-62.311141173868336,ST5,752.78
26104,-7.693889038165228,-53.71646740481643,ST4,401.63
26105,-7.758221732616338,-55.866966646848965,ST5,287.30
26106,-7.882139766272903,-60.23922708104848,ST3,519.90
26107,-1.2992216051225203,-59.170316132334186,ST4,535.82
26108,-1.1755935465577192,-64.10975879294736,ST1,970.04
26109,-4.727927184220798,-52.19142988401522,ST3,465.91
26110,-9.355072319434903,-68.60386502395,ST3,1425.33
26111,-6.579040080399128,-58.31401774902622,ST2,262.81
26112,-9.325406908060074,-53.148415938918106,ST4,578.05
26113,-6.770266930341081,-65.68134698756907,ST2,1044.17
26114,-2.431389698102045,-57.47103664018049,ST5,333.65
26115,-3.0846099101974485,-55.83013923908756,ST2,245.13
26116,-9.240307600086501,-59.275553880382006,ST1,549.90
26117,-8.940836510031186,-61.5628957445581,ST3,706.69
26118,-4.059475518352817,-56.974179567117304,ST5,145.77
26119,-4.489812889096387,-56.14260383031989,ST4,85.25
26120,-5.939172513548017,-58.65823360215656,ST1,265.68
26121,-4.936380763001343,-62.13615712770818,ST1,639.67
26122,-3.964448865194009,-60.01882989633906,ST1,428.16
26123,-2.5987708328835852,-64.05689572475109,ST5,901.44
26124,-8.380101853455495,-64.70379957022517,ST3,984.94
26125,-8.928319699653636,-65.26978318761437,ST2,1065.04
26126,-7.920466886485485,-53.15667458326895,ST3,464.52
26127,-1.4095492460926309,-61.562581717821274,ST1,715.68
26128,-2.222874291367524,-55.678877101541715,ST4,342.23
26129,-3.630291985264238,-68.15185299469994,ST1,1318.30
26130,-3.159857432371015,-59.95022372808227,ST4,458.73
26131,-1.7599510800327298,-57.56103074555788,ST3,407.19
26132,-7.542130951683529,-51.96410158349319,ST4,550.72
26133,-3.7722769497325146,-59.24029842495444,ST4,356.93
26134,-7.888691457797316,-57.03148717636454,ST1,305.35
26135,-3.971275751433506,-64.95402829136547,ST5,961.76
26136,-4.233681015696203,-63.2494326943759,ST1,770.47
26137,-9.497054136822037,-62.3991284836319,ST5,817.33
26138,-8.25852902444192,-57.77186002396668,ST1,371.44
26139,-6.171800938078904,-56.041338462974664,ST1,111.53
26140,-3.4508015039831124,-56.426563104760874,ST5,197.15
26141,-1.8659027153876302,-54.2199685387829,ST2,442.88
26142,-7.118119818084896,-63.65304210706071,ST5,832.45
26143,-9.622614785717726,-58.546594740649525,ST2,545.00
26144,-8.448300028022468,-58.78201365013394,ST4,446.82
26145,-9.751333906365863,-54.29727750966634,ST5,552.84
26146,-4.2751916568432815,-62.08031581420139,ST4,641.71
26147,-5.925522465016258,-54.46958619870007,ST4,224.14
26148,-2.663709400765433,-58.50280950318076,ST2,370.21
26149,-9.595670985369333,-64.65492088047347,ST3,1034.87
26150,-8.391737528248854,-61.57189414961732,ST4,673.95
26151,-4.355000907043683,-52.118960586468944,ST4,480.59
26152,-4.861699670304167,-63.742032352712684,ST1,817.77
26153,-4.456320831586805,-63.0541990183729,ST3,745.71
26154,-6.133523740880118,-65.61736437319024,ST2,1028.42
26155,-5.597241364998284,-67.9995895139073,ST3,1288.27
26156,-1.4588541532224255,-64.47832622730918,ST4,992.69
26157,-4.307308071440805,-65.05894349454137,ST1,968.41
26158,-6.227027313889545,-60.40193019047,ST5,460.07
26159,-2.2158836814656437,-67.16905447804459,ST3,1244.13
26160,-8.992837901069327,-55.189380613201934,ST3,438.90
26161,-7.169295795510717,-60.82135616990729,ST4,537.76
26162,-5.260820874169187,-69.2379823243993,ST1,1425.08
26163,-3.107596953578991,-54.35944367155786,ST1,323.93
26164,-7.0892266646200275,-58.436113760361856,ST4,308.78
26165,-9.380543457329848,-53.93734542470779,ST2,534.38
26166,-2.305917058455363,-63.18861958360322,ST5,823.29
26167,-3.457256054979628,-63.89183840240694,ST1,856.98
26168,-3.638203990790916,-62.05628641959225,ST4,654.76
26169,-1.9003115464037883,-54.60397090366078,ST5,418.10
26170,-3.512755529155343,-55.893204015097915,ST4,197.31
26171,-7.216218739525488,-54.68024904661154,ST5,289.70
26172,-2.7900850634448737,-67.83063709474624,ST3,1299.84
26173,-3.7480436128930004,-53.23433071845129,ST1,384.13
26174,-1.8183249718027152,-54.60278988968871,ST5,426.24
26175,-4.995045616507893,-57.17826073995245,ST1,93.26
26176,-8.419148520830927,-61.28237374771412,ST4,648.57
26177,-7.806343838843291,-59.947924424340684,ST5,488.80
26178,-4.26467955215655,-57.59731107805158,ST1,172.95
26179,-8.373561809719236,-51.831776902174056,ST2,611.16
26180,-4.899657031887184,-56.419229217467056,ST5,36.39
26181,-7.468323269331245,-67.17686022107192,ST2,1220.25
26182,-6.162391356688774,-64.79424062636276,ST1,938.16
26183,-5.9219794284735805,-68.44103504495502,ST2,1338.35
26184,-5.118016690393682,-53.51841896831968,ST3,315.77
26185,-8.420752515647152,-52.55740759130187,ST4,550.81
26186,-8.571765705797203,-69.51796815115107,ST4,1498.39
26187,-6.137971565097821,-52.25148312596134,ST1,466.70
26188,-1.171770530908093,-51.60636983730052,ST4,694.44
26189,-3.286771664759172,-60.09681946681961,ST3,466.16
26190,-5.118162837195972,-61.182275126764004,ST5,533.28
26191,-7.716159988930649,-57.79867028490588,ST1,319.14
26192,-3.3338080750591983,-61.08273718101682,ST5,563.40
26193,-2.458391631181015,-61.459072769955625,ST2,643.02
26194,-3.7693320861937982,-69.02163849677147,ST1,1411.93
26195,-7.326459740123966,-69.06921749510258,ST5,1423.10
26196,-4.090093243156523,-62.93489515174613,ST2,738.61
26197,-3.221091426118252,-61.250277040734474,ST1,585.37
26198,-6.650813100649632,-67.21756851063836,ST2,1210.37
26199,-2.816326667472058,-61.86323005353112,ST3,665.66
26200,-8.268172518429669,-60.26261016606345,ST5,547.34
26201,-6.833367935052885,-63.295277633228224,ST4,786.65
26202,-7.28542592301701,-67.21565513646256,ST3,1220.69
26203,-9.715790311323829,-66.40439754465996,ST3,1213.80
26204,-3.878256507776003,-63.30232527627549,ST3,783.03
26205,-8.144527334241445,-68.28810676851832,ST5,1355.78
26206,-3.349118944134865,-62.82496656247967,ST2,745.65
26207,-4.0728095318971125,-54.97736793136734,ST3,200.26
26208,-1.2508245536256375,-66.1713863102198,ST1,1174.36
26209,-1.2106099025702122,-64.20424296140304,ST4,977.55
26210,-2.4684153792487074,-56.70060196055111,ST1,308.50
26211,-1.374283031974345,-56.41111466700333,ST2,427.97
26212,-8.282356756605282,-59.71195168665287,ST4,502.05
26213,-5.865645779553452,-53.479623434191666,ST4,327.55
26214,-2.499622326388608,-62.40196085785329,ST3,734.68
26215,-6.243626053513272,-65.4077237864058,ST3,1006.55
26216,-4.227967478151513,-58.863462796879745,ST3,297.85
26217,-8.886761092989074,-68.36771834211767,ST3,1385.21
26218,-1.787751619582144,-62.231888148454246,ST5,754.55
26219,-9.833888663640408,-66.24321144929606,ST3,1203.02
